,comment,toxic
8497,"Иди на поронормач поспрашивай еще хуйню всякую. Там аноны вообще клятвено уверяют что с дъяволом бухали и оборотней выгуливали. В зог еще сходи. Выяснятель тупорылый.
",1.0
1879,"Смотря какой вид топлива и утеплитель. По СНИПу с 500кой пройдете в Свердловской области, а если топиться газом - то нужно считать капзатраты на утепление и его срок службы. У меня в Омске на угле D600 в 400мм показал срок окупаемости 100мм минваты выше ее срока эксплуатации.
",0.0
10,"Ну так пустое здание (!!!) и два китайца - это и есть весь офис Трансформатора Только пруфов не завезли.
",0.0
7690,Скорее просто вольная фантазия,0.0
12250,"Полагаю, нынче их больше чем раньше по указанной выше причине.
",0.0
4016,"кто минусит? ПДН? ОПЕКА? Что правда глаза колет?
",1.0
1502,"Были и такие варианты) Из недавнего поста:
",0.0
4596,"У меня было пару недель так же,сначала выспалась,потом начала пугаться,а потом снова развлекаловка вернулась)",0.0
7387,"Только момент смущает, что у ресторана на двери наклейка звезды Мишлен, судя по словам автора. Из Вики: Рестораны не имеют права указывать или как-то упоминать количество присуждённых им звёзд Мишлен. Политика компании состоит в том, что клиент может узнать о количестве звёзд только из самого гида; в случае пренебрежения этим правилом компания оставляет за собой право исключить ресторан из рейтинга
",0.0
5112,"Без обид, нисколько я не нацист, но нос товарища на фото впечатляет)",0.0
9617,"Вроде как если считать с пятницы, то следующий день - суббота. А понедельник это через два дня.
",0.0
9735,"Что ты блять вообще несёшь, болезный? При чем тут правительство? Это ебучие мрази, которые под видом мед.персонала что-то делают в роддоме, а не правильно чудом не убили мать и ребенка. Чудом! Их всех судить надо, и причем под УК. Ненавижу вас таких, по уши в говне, изо рта тоже говно лезет, а виновато правительство.
",1.0
1494,"О, братишка Марио! Ты ли это?
",1.0
6148,"Исключения бывают, но очень редко.
",0.0
5445,"Либертарианская этика предлагает способы их уменьшить Вопрос в том, что не увеличит ли их переход на либертарианскую этику по сравнению с нынешней? Штраф вприципе не законен. Как так не законен ? У нас в начальных условиях разрешены тоталитарные общины и кибер-города с китайскими камерами .
",0.0
10289,"Фу, как тупо хейтить за внешность. Слова не мужа, а прыщавого сопливого подростка.
",1.0
1567,"Дык все по молодости играли в игру кто больше выпьет ...
",0.0
12483,"Пидарашка нашла чем хвастаться, российской архитектурой. ЛОЛ.
",1.0
7456,"Зачем? Это же какое-то шизотворчество опущенной обиженки.
",1.0
7861,"хорошее, емкое изложение)
",0.0
5471,"Вот это оперативность.. в ситуации со списанием разобрались - программная ошибка. Но тем не менее, пожалуй, останусь при своём мнении. Согласитесь - безлимитный интернет и платный безлимит для некоторых приложений это всё же разные вещи! Что касается раздачи - мне она не была нужна в принципе. Я понимаю, что это не Ваша вина - жизнь такая, видимо.. в ВК стала платной музыка, у вас пропал безлимит, а молоко разливают по 900.. роуминг ещё не появился внутри РФ?",0.0
5322,"Красиво, но постановка боев театральная. Рыжая с мечами китайскими очень доставила.
",0.0
8472,"Это они ещё не придумали трудовые повинности ввести с обходом квартир и выведением всех на работы под конвоем.
",0.0
11088,"заработки были без работы даже небольшие, но были, плюс я устраивался в структуру",0.0
12436,"Ставил с диска или флешки? При установки с флешки ловил глюки на новые дрова usb у 7, а вот даже usb привод - никаких проблем. Дистрибутив один и тот же.
",0.0
10958,"Так я разчехлил, модератор кинь фоточку модератора девушки.
",0.0
5005,"Скажем так, я недавно закончил ветеринарный факультет. У нас на слуху было всего несколько клиник из Москвы. Конечно, учитывая размер города, их там может быть просто дохера.
",0.0
7260,"Тоже непонятно что за наземная система из развела. Если это система TCAS (система предотвращения столкновения самолетов) так она на самолетах установлена, а не на земле
",0.0
6128,"Есть разные конторы. Где 30 тел в одном здании. Или где овердохуя тел в нескольких зданиях в разных частях говорода или вообще в разных городах. И уровень специалистов требуется разный, т. К. Оборудование с которым приходится работать разное. Начиная от обычного свича dlink, заканчивая дорогим и мощным оборудованием разных кампаний.
",0.0
5073,"Самое то, после таких водятлов машины покупать. Обои в квартире наверное не меняешь пока не сгниют?
",1.0
1841,"Он просто знает, что для того, чтобы что-то утверждать одного эксперимента недостаточно, нужно провести несколько.",0.0
9678,"Нет не факт,тут два варианта 1.Либо действительно отказ 2.Манагер и не отправлял заявку но в любом случае в обоих вариантов можно потребовать бумагу с официальным отказом
",0.0
11467,"не знал, имхо целые офисы под это дело
",0.0
8298,"А кто их сделал дикарями? Не общественное ли бытие которое сложилось в их стране? Почему-то вы предпочтете делить людей на правильных и неправильных а не развивать неразвитых.
",1.0
5227,"Что, девочка, боишься больше модераторов звать? Исчерпал свой лимит?
",1.0
4278,"Очередь к неврологу у нас больше месяца ХD и все что он делает - отправляет на рентген, у вас остеохандроз) как бы да, неплохо было бы написать препараты и терапия, которая помогла. Все равно без рецепта их никто не продаст, а так у людей будет выбор
",0.0
8920,"Долго еще пропаганду тут будут пынинскую нести? Когда это блядь прекартится то??
",1.0
3641,"Я не смотрела Доктора Хауса. Можешь начинать завидовать )
",1.0
3805,"речь не про бабушкин масляный радиатор а про самые современные технологии. Инфракрасный теплый пол характеристики: Источник питания - обычная квартирная (домовая) электросеть напряжением 220 В, некоторые модели стабильно работают даже при понижении напряжения до 190 В Потребляемая мощность на 1м2 - от 130 до 240 Вт Толщина пленки - 0,3-0,47 мм, ширина - 0,5 и 0.8 м (1,0 м) Нагревательный элемент - графит Максимальная температура нагрева пленки - 45град.С (у некоторых моделей - 60град.С) КПД 98 У лампочки ,выходит, кпд по теплу 90 ,если не 85 . Обосрался?
",0.0
201,"Добавить головной боли водятлу просто в порядке симметрии.
",1.0
8276,"Куда подевался ШАВЕРМА ПАТРУЛЬ ? Кузьма, Хован, и третий, хз как его.
",1.0
5490,"Друг худел со 130 до 100 вот таким же образом, быстро и без физических нагрузок, в итоге отхватил проблем со здоровьем и сейчас опять 130 весит и теперь жалеет что так делал.
",0.0
3097,"в некоторых местах и 100 спокойно ехать можно
",0.0
1517,"Тащемта чисто по виду фары из достаточно толстой трубы, так что они всяко крепче каких-нибудь ушек для крепления. В этом смысле они весьма логично подошли. Что до цепей, у них стандарты есть же по весу. Если с ними всё норм, то почему нет? А что до на рывок , краны вообще не для этих целей, а для нормального вертикального подъёма. Кран - не трактор же.
",0.0
12472,"Теле2 можно внести номера в спам в смс бесплатно по номеру 345
",0.0
7733,"Шлак для малолетних дебилов и баб.
",1.0
11791,"о, Крематорий! мы любили танцевать босиком на битом стекле...
",1.0
6706,"Атомную бомбу спиздили, автомобиль советский спизили, танк спиздили, интернет спиздили, ебаные вороватые пендосы. Ну а если серьезно, что касается у советского гражданина было все необходимое , то даже высшие лица государства были побирушками, клянчившими одежку у идеологических врагов. Нельзя сказать, что Брежнев был равнодушен к импортной одежде. Во-первых, ткани для костюмов были, как правило, импортными, рубашки, галстуки и шляпы - тоже. ... Генсеку эта куртка очень понравилась. Он сразу же ее надел и не расставался с ней все два дня, проведенные в резиденции. С особым удовольствием Леонид Ильич щеголял в ней перед большой группой теле - и фотожурналистов... Он выпячивал грудь, показывал рукой на вышитую надпись и приговаривал: Вот - Леонид Брежнев! А в другой раз Брежнев буквально выпросил меховую куртку у американского президента Джеральда Форда Что тут говорить об обычном гомо советикусе? Неудивительно что те советские люди, измученные всем необходимым , ломанулись тогда за копеечной жевачкой и в количестве 21 штуки отправилась на тот свет в стремлении урвать частичку бездуховной материальной культуры.
",1.0
4573,"Щас бы сравнивать корпорации и государство...участие государства в доле корпорации не означает, что они могу взять и забрать у них все деньги...
",0.0
1248,"К счастью нет. 1 8 не выделяется ни в одной из квартир как изолированное помещение. Дети проживать в квартире не могут. Вдова продаст дом (который ей не нужен) и выкупит доли в квартирах.
",0.0
11783,"Я свяжу тебе горло, и ты умрёшь. мимо айва
",1.0
2173,"Там бесплатные топпинги, крышечки, соломинки, капхолдеры и т.д.)
",0.0
4547,"Факт. Наивно думал перехватить повестку у кремля, пока вся эта лапша про русскую весну пиарилась, белогвардеец Игорьиваныч решительно шевелил усами, Моторола такой с имперкой, кинолог за рус, сиповские плакаты висели на билбордах в Донецке и вообще ирредента все дела. А кремль пальцами едва щёлкнул и телевизор в ватных головах всё свернул к нихую, Стрелкова выгнали, Моторолу ёбнули, кинолог вообще никому не нужен оказался со своим гусичем . На фоне этого обосрамся даже отморозки, что в азiв уехали, выглядят дальновидными и умными.
",1.0
5092,"Предлагают ещё 3-5 минут?
",0.0
10497,"Это можно интерпретировать как угодно... Определенно, есть какие-то нюансы правовые.
",0.0
1527,"Людей друг,с другом. у нас огромная группа в вк на 40к человек.
",0.0
11431,"А что там было в начале поста? Что-то вроде До недавнего времени я не знала кто это такой, пока ютуб...
",0.0
8493,"Печально, когда наши близкие из нормальных любящих людей превращаются в такое.
",0.0
1933,"За такое обращение с деньгами в китае же подожено наказание. Там же вроде деньги портить нельзя.
",0.0
11626,"У хохлов вообще сказок нет. Ну сказка про денежного петуха, например.
",1.0
4232,"реверс. смотреть надо с конца
",0.0
2014,"дед карлик гном и сам леваков неплохо сливает но дело в том что это борьба с мельницами, ибо обещание что мы отнимем у богачей и дадим народу всегда будет пользоваться популярностью
",1.0
12694,"Больно уж раскачанный этот Задов. Нагиев стал качаться уже после Модерна.
",1.0
8544,"Там кстати были планы сделать подогрев плитки,что бы ногам не холодно было. Но вот не знаю сделали или нет. А насчёт пучений,третий год стоит ,все норм. Да и мы приезжали на готовый фундамент.
",0.0
1674,"Как я уже говорил, мы на автомате воспринимаем всё это как такая же пятнаха, как у нас . Вот только это мир драконов и магии, и не факт что выглядит оно всё так же. Может там комплект доспехов зачарованный и весит килограммов пять, в целом. В целом, облегчение снаряжения - это же всегда Самая Главная Магия. Не зря кевлар так выстрелил. А дворцовая служанка - тут важно понимать, это служанка или фрейлина. Фрейлина может быть из знатных и ничего тяжелее гвардейского хуйца в руках не держала. Служанка может работать на кухне, таскать дрова, вёдра воды, и в целом быть привычной к тяжелому труду, и тащить доспехи - это не самое сложное с чем она сталкивалась. Учитывая что она видела как рыцарей одевают - она скорее второе)
",0.0
5155,"Удваиваю. Тоже брал kz две единицы. Первая за 650 прожила около трёх лет ежедневного использования и до сих пор иногда пригождается. Вторые за 400 в пользовании сейчас.
",0.0
6984,"Может просто думал ладно, последняя сигарета, не буду ей рассказывать, не хочу расстраивать по пустякам
",0.0
12545,"Селедки, а ну быстро нюхать мои яйца.
",1.0
10868,"Прививок нужно делать очень мало и стараться проверять качество. И я надеюсь, что вы успеете оценить, что ваши дети по разному болеют привитые и не привитые. И изучите почему Швеция отказалась от обязательности вакцинации и почему японцы не ставят вакцины раньше, чем через 2 года младенцам. И в целом речь Бил Гейтса, что вакцины помогут сократить население на 10 процентов.
",0.0
6315,"Я сейчас не вспомню все детали, было лет 10 назад, именно с кнопочным телефоном. Летал в Стокгольм через Хельсинки, финской авиакомпанией. Так вот у них тогда уже была электронная регистрация, не помню точно, что именно я показывал на своем телефоне при посадке на сегмент Хельсинки-Стокгольм, но все прошло гладко. А на обратном пути, так же зарегистрировался, но в аэропорту Стокгольма на меня посмотрели как животное на входную группу) Друг, который меня там провожал, тоже подивился, говорит, видимо финны тут шведов в технологиях обогнали) Но это давно было)
",0.0
11231,"о да, помню эту странно-стрёмную сцену. 10 3 синих пингвина из 3
",0.0
5192,"потому что русским следует поучиться у дагов чеченцев стоять друг за друга
",1.0
10678,"6 миллиардов, сэр? Они превратятся в 20 ,может быть, и как всегда уйдут в офшоры, кто будет контролировать?
",0.0
3544,"У нас если хочешь полный бак то оставляешь нал на кассе что бы хватило. Ставят до полного на эту сумму.
",0.0
1349,Судя потому что происходит на политической арене вы правы.,0.0
3856,"Если на то уж пошло, то грудные мышцы, грубо говоря, должны локоть переместить из позиции сбоку от туловища, в позицию перед собой. За это движение в большей степени отвечают дельты. Аналогично поднятию гантелей перед собой
",0.0
10718,"Похожая ситуация в 2015. Сын реально живет со мной, плачу алименты. Подал в суд, сын теперь официально живет со мной (а без бумажек нет), алименты отменить.
",0.0
1100,"Да ну пердуны из 80-х посвежее пердунов из 60-70-х все же) Мне, кстати, вокал в хэви не нравится по той причине, что там у большинства вокалистов высокий голос. Из вышеперечисленных у Megadeth и Anthrax вокал менее агрессивный. По поводу сложности: условных AC DC и Black Sabbath сейчас многие не особо опытные гитаристы-любители сыграют легко, а с металликой условной будут проблемы. Насчет Джудас прист в принципе согласен, но они, можно сказать, в истоках трэша стоят. У них даже первые и последние альбомы если сравнить будет заметно огромное различие в звучании, они достаточно от классического хэви отошли.
",1.0
757,"Какая медицина, пидоран? Че несешь вообще?
",1.0
2859,"Смотрел видео на ютубе про это. Там брали гвл специальный какой-то, звукоизоляционный. Также профиля, саморезы и пр.тоже специальное идёт (и намного дороже). Из шумоизоляция у меня в городе мне приглянулась лучше всего именно кам.вата роквул (она ооочень плотная, вообще будто не вата. Но из-за этого не гнется). Также есть специальные какие-то листы звукоизоляционные. И вот это все по порядку там клали, везде все щели силиконом (вроде им). В результате вышло очень круто. Щас видео уже не найду, к сожалению. Но да, это минимум 10 см всяко. Даже все 15..и достаточно дорого). Но ввполне возможно хватит чего-то вам более простого.
",0.0
849,"зачем вообще идти в эти магазины, есть другие, более адекватные
",0.0
12936,"Нет, зарплата в рублях была. Тогда проходила всем известная тема, когда начальник берет зарплату своих подчиненных, вкладывает в валюту и через несколько месяцев, когда курс опять вырос, меняет обратно. Не знаю на каком уровне такое происходило, но такие истории были повсеместно.
",0.0
3402,"Я так до сих пор делаю иногда, мой друг ставил в рулетке и я пошутил - может уже хватит, семью чем кормить будешь. О - остряк",0.0
4643,"Мать Серова была еврейкой по фамилии Бергман и у отца в крови были евреи, его дед был каким-то еврейским путешественником или исследователем, не помню.
",1.0
1720,"Я помню, что в 15-00. Но подозреваю, что в разных регионах это время отличалось.
",0.0
1656,"тут вам не япония, тентакли и те в суп отправили
",0.0
1552,"Мне кажется тебе лечиться надо. Или в жопу меньше давать, чтобы клапан держал.",1.0
5413,"Угу, а у меня 18х13.5(обхват) и при этом девственник в свои 23(
",0.0
138,"сюр какой-то, какая палата, какая госпитализация при ласике? максимум два часа в клинике, если последний в очереди на операцию, через неделю на контрольный осмотр и свободен
",0.0
8153,"мы не знаем деталей. может в медкабинете нет кушетки, может холодно, может ещё что. Но в коридоре ребенок точно не должен лежать.
",0.0
4363,"Рассказывай давай, я срочку в РВСН служил!Взвод охраны и обороны, через день на ремень. Траншеи там роем, ага!
",0.0
1894,"Вывод: лишить человека права выёбывался после выхода на пенсию. А то эти черезмерно активные бабки заебывают слишком много кого.
",0.0
11103,"Закадровый перевод несколько мешает воспринимать информацию. А почему не сделали только русскоязычную звуковую дорожку? Там есть звуки, которые нужно сохранить с оригинального файла?
",0.0
4911,"я не говорю, что кому-то надо отчего-то отказываться. Каждый сам решает, у каждого ведь своя жизнь )Просто рассказал про случай, и все. Да, прыжки с парашютом это круто, я восхищаюсь и завидую тем, кто прыгает. Но для себя решил что это бессмысленный и мне лично не нужный риск)
",0.0
3615,"Врёти, не было такого! Это не наши рабочие.
",0.0
1786,"Нужно составить диаграмму для всех вариантов гендерного (не)определения.
",0.0
6333,"Далеко ходить не пришлось вскукарек по факту . Мордочкой в каку, мордочкой в каку, увидел?
",1.0
3545,"Не, устройство себя перемещать не даст после постановки в работу.
",0.0
11960,"Точно так же я не верю что тут есть проплаченные порохоботы. Скорее всего тупые аноны на самоподдуве ретранслируют пропаганду с тв каналов Как раз таки треуголка есть, лал. Это как с киберсви ньями, которые открыто визжат про так как воюют с клятыми москолями в интернете, попутно навизгиваю про то же самое ольгино, существование которого так никто и не доказал.
",1.0
12358,"всё у каждого своё, но оно зависит от развития, от характера, от прочих факторов, если кто то может быть счастлив помогая старикам покушать то это для меня очень мелко, и я такое признать не могу за настоящее счастье, ни какого то развития, ни достижения целей, сплошная скука и монотонность
",0.0
8006,"Спасибо. Удивительно, что эти аппараты не используются. Включаются раз в месяц после подзарядки, фича у меня такая за предыдущей техникой ухаживать. Обновляеться только то что с завода стоит из play маркета. На sony z1 такого пока не замечено.
",0.0
12757,"Ого, 200 рублей прям дешево.
",0.0
1566,"химически термостойкими материалами А почему не физически?
",0.0
2569,"Повар - расист, а не трап.
",1.0
647,"Хотелось бы какой-нибудь реакции помимо удаления 8 постов в треде непереведенных вн. Желательно смену модера. - начиная с этого поста идёт политота, можно с этим что-нибудь сделать, нет?
",1.0
4685,"Недавно у Дью на канале было видео именно про эту машину. Он снимал мастерскую где её делали. И парень сказал, что их 11 штук по всему миру.
",0.0
3591,"Да это ж где такие гаражи?! 4х6 обычно. И аренда 5к в месяц. У нас в Чертаново, во всяком случае.
",0.0
556,"Все просто, воровать надо вагонами. Подделал проездной, нна тебе срок, поддел документы на несколько лямов, какое мошенничество, вы что.",0.0
9422,"Чмоки тебя везде, ты не в Самаре часом?
",0.0
5237,"Ну обосрал малость по пьяни, с кем не бывает. БО, вроде, и сам не против.
",1.0
1347,"Билет брал в четверг. Кэшбэк от Тинькофф, стандартный 1 , уже начислился. Повышенного 3 нет. Хотя может позже будет. Про то, что переход не обязателен знаю. Уже брал билеты через Уральские авиалинии. Там все было по чесноку. Без накруток с 5 кэшбэка
",0.0
5516,"Осталось подождать 8,5 лет...
",0.0
5294,"В МД сидят только обиженные мужики которые обиделись на баб что им не дают писку ебат.
",1.0
3729,"а что с цельнометаллическим не так?
",0.0
531,"Ничего, что видео уже с прошлого 23 февраля это видео?
",0.0
2088,"На фото же видно, что модель обновленная. Mr. Fusion установлен.
",0.0
808,"Махать Махать Махать Махать Любить Любить Любить Любить Устал Любить Опять Любить
",1.0
2514,"Что-то таких идиотов защищающих всякое непотребство стало слишком много в комментах. Может это те же что и в политике за проплаченные комментарии работают?
",1.0
7308,"Первой пилим часть где три уха, по наружке до середины какой-нибудь широкой канавки, внутрянку сверлим насквозь и растачиваем с 20мм включительно, вторая установка между ушами трехкулачковым патроном и пилим до конца.
",0.0
1871,"Ну да, так и есть. Не был никто осуждён за лайк на данный момент. По крайней мере я за две минуты в гугле найти не смог. Но тот факт, что очень активно пытались, разве не достаточен, чтобы, начать тревожиться?
",0.0
9761,"73 тысячи же. Еще за жесткую упаковку для жесткой упаковки.
",0.0
11332,"На самом деле современные устройства, топового сегмента вполне себе обладают индивидуальностью (тот же Galaxy S9 не спутать с другим, да он похож на S8, но от Huawei P20 Pro отличается довольно сильно). Да и любой современный смартфон (даже без Root) прав даст этой Nokia прикурить с заглотом, а с Root её вобще можно прошить на смартфоне
",0.0
6266,"У нас тоже по бутылке пива, рыбу и орешки. Букет хотели собрать, но не получилось, поэтому в пакеты подарочные сложили все
",0.0
4835,"Все условия, что не указаны в самом договоре страхования полисе, всегда указаны в Правилах страхования, которые должны выдаются вместе с самим договором, а еще доступны на сайте страховщика (иногда в не очевидном месте, но это, блэт, спасибо разработчикам сайта-рукожопам и маркетологам). В самом договоре, как правило, указывается только наименование страхового риска, а что в него входит указано в Правилах страхования. Не знаю какой у вас случай был, но обычно в покрытие почти всегда включена защита от пожаров по любым причинам, заливов от соседей и кражи. Это стандартные риски при страховании имущества.
",0.0
8559,"По-моему это прокачка жопы головного мозга . Выглядит пугающе
",0.0
5289,"Обратите внимание, какой он ультрабыдлан, в конце говорит: Умываться - для педиков. Для педиков. Все пидоры.
",1.0
2670,"Останется намек на нее. Основные формы и мазки никуда не денутся. Вообще я веду речь о гармоничности и уместности, а не о аутентичности. Я считаю что аутентичностью можно и нужно жертвовать в пользу гармонии и уместности.
",0.0
182,"А запрет тоже действует год, потом блокировка снимается, если конечно добрый менеджер не поставил галочку- бессрочно.. Но так редко кто делает, особенно в маленьких городах
",0.0
5089,"Интеллегентные славяне)
",1.0
9965,"Это если оно попадает под 116 приказ
",0.0
4683,"Насколько знаю, через электроприемную Прокуратуры обращение уходит по подчиненности туда, куда надо.
",0.0
7381,"Бросила. Во время каждого занятия получала небольшие травмы, в последний раз при выполнении Сурьи Намаскар растянула связки на руке, боль была такая, что в первые секунды на перелом подумала. Теперь дома занимаюсь без напряга со стороны тренера.
",0.0
10348,"...ха. Я курю только на работе. В выходные не курю. В отпуске - не курю. За 5 дней выкуриваю 2.5 пачки. Если больше - ухудшение сна, тошнота, головные боли, табачный перегар, запах дыма от одежды. 10 сигарет за 9 часов - более, чем достаточно.
",0.0
10813,"Толераст? Либераст? Пи.. неважно, откуда такие мысли?
",1.0
5085,"В смысле склад цветмета? Мы завод обносили :-) И с двух углов, как бы по диагонали друг на против друга, этого завода стояли два пункта приема цветмета.
",0.0
9225,"Но это скорее плавающий самолет, чем летающая лодка, так как основная задача это полет
",0.0
11965,"Пока хоть сколько-нибудь научных основ для путешествия во времени нет.
",0.0
4845,"тебе похуй на жителей донбасса А тебе нет? Ты чувствуешь к ним эмпатию?
",1.0
7769,"А толк от такого есть? Или такая же как от беговой, просто перебираешь руками и ногами? Для любителей поминусить бег на беговой это просто кардио нагрузка, мышцы толком не работают, просто перебираешь ногами.
",0.0
6437,"Последнее время мужики прямо бегут к месту, особенно с 20-40 лет, я прямо умиляюсь) сама никогда не сажусь, так проще и никого ни в чем обвинять не придется)
",0.0
9281,"а меня одного бесит, что эта гифка грузилась дофига еще и с подвисаниями? Надо что-то делать с гифками на сайте, уже которая бесит, а написать лень. Но тут просто реально долго было
",1.0
2675,"Забыл опиздюливание хохлов
",1.0
1578,"Оказалось, что мне в 8 лет подарили охуенные энциклопедии, а Я уже и забыл. И ещё одна детская крутая. :3 Я почти как Маэстро!",1.0
3797,"Вы путаете возможность и вероятность. Вероятность зависит от начальных условий, т.е. для конкретной опрошенной блондинки вероятность нулевая. А возможность события зависит только от непротиворечивости основным физическим законам, и поэтому встреча таки ВОЗМОЖНА. А ВЕРОЯТНОСТЬ, т.е. насколько часто это случается, таки ПОКА нулевая.
",0.0
7981,"Первый раз интересуюсь такой темой, интересно на сколько падает давление после фильтра? Вопрос возникает, так как в доме стоит колонка для нагрева воды.
",0.0
6043,"а юду пользовался? мне очень нравится. задание оставил - исполнители сами откликаются. нашел себе там постоянного электрика, раза 4 уже вызывал.
",0.0
12894,"Лохов-последователей насадили на бутылку, а глав-наебщик отмазался. Прям как окатыши с Лёхой.
",1.0
10027,"2. Запрещены посты не по теме, посты о поиске фильмов и неинформативные посты (в том числе посты в стиле Сегодня день рождения у ... , сегодня прошло N лет со дня выхода фильма ... и тому подобные, не несущие никакой информации помимо самой даты).
",0.0
7598,"Уже сто раз объясняют что это баг ютуба. У меня тоже лайки снимаются на видоса вообще никак не связанных с политикой
",0.0
10964,"в чем проблема укладывать бетонную смесь непрерывно из разных емкостей? СНиПы уже 9 лет не действуют, читайте СП
",0.0
9597,"Честно говоря, мне уже неважно, какая будет капча, просто увеличьте лимиты её протухания хотя бы до значений отключенной ныне цифрокапчи, чтобы можно было прикреплять объёмные файлы на сравнительно медленном соединении (2мбит аплоад). С цифрокапчей не было проблем с заливом 30-35мб в пост на таком соединении.
",0.0
6046,"Массовая, та что продается почти повсюду, тоже требует напиллинга. Но даже с ним потолок буде достигнут за пару лет. Зачем покупать вещь, которую точно знаешь что придется менять? Лучше сразу выбрать хорошую годную вещь. По деньгам разница не принципиальная.
",0.0
6464,"Боже, какое же у него омерзительное ебало...
",1.0
2273,"Ну это будет в разы удобнее. Вес и габариты, подсветка, поиск, автоматическое сохранение вместо закладок, настройка шрифта... Какие вообще плюсы у бумаги?
",0.0
